surface	corpus	rank	pct	samples	total	function	file	line	lib	profile
p1a_parse_only_track1	citm_catalog	10	0.02	1	4453	0x36108			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__citm_catalog__track1.json.gz
p1a_parse_only_track1	citm_catalog	11	0.02	1	4453	0x2b1d0			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__citm_catalog__track1.json.gz
p1a_parse_only_track1	citm_catalog	12	0.02	1	4453	write			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__citm_catalog__track1.json.gz
p1a_parse_only_track1	distinct_values	1	99.95	1988	1989	<alloc::vec::Vec<runtime::generated_json::generated::ParseOnlyFrame>>::as_slice	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/alloc/src/vec/mod.rs	1840	profile_direct	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__distinct_values__track1.json.gz
p1a_parse_only_track1	distinct_values	2	0.05	1	1989	read			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__distinct_values__track1.json.gz
p1a_parse_only_track1	github_events	1	99.43	4559	4585	profile_direct::parse_only_checksum	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/bbnf-bench/src/bin/profile_direct.rs	213	profile_direct	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__github_events__track1.json.gz
p1a_parse_only_track1	github_events	2	0.24	11	4585	mach_absolute_time			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__github_events__track1.json.gz
p1a_parse_only_track1	github_events	3	0.07	3	4585	std::fs::read::<&std::path::PathBuf>	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/std/src/fs.rs	349	profile_direct	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__github_events__track1.json.gz
p1a_parse_only_track1	github_events	4	0.04	2	4585	read			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__github_events__track1.json.gz
p1a_parse_only_track1	github_events	5	0.04	2	4585	profile_direct::run_once	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/core/src/result.rs		profile_direct	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__github_events__track1.json.gz
p1a_parse_only_track1	github_events	6	0.02	1	4585	0x2a8d8			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__github_events__track1.json.gz
p1a_parse_only_track1	github_events	7	0.02	1	4585	0x270e84			profile_direct	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__github_events__track1.json.gz
p1a_parse_only_track1	github_events	8	0.02	1	4585	0x2b06c			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__github_events__track1.json.gz
p1a_parse_only_track1	github_events	9	0.02	1	4585	<alloc::raw_vec::RawVecInner>::grow_amortized	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/alloc/src/raw_vec/mod.rs	528	profile_direct	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__github_events__track1.json.gz
p1a_parse_only_track1	github_events	10	0.02	1	4585	0x2b2a0			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__github_events__track1.json.gz
p1a_parse_only_track1	github_events	11	0.02	1	4585	0x36108			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__github_events__track1.json.gz
p1a_parse_only_track1	github_events	12	0.02	1	4585	0x3acb8			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__github_events__track1.json.gz
p1a_parse_only_track1	github_events	13	0.02	1	4585	0x2f5c4			libdyld.dylib	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__github_events__track1.json.gz
p1a_parse_only_track1	gsoc-2018	1	99.81	1038	1040	<alloc::vec::Vec<runtime::generated_json::generated::ParseOnlyFrame>>::as_slice	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/alloc/src/vec/mod.rs	1840	profile_direct	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__gsoc-2018__track1.json.gz
p1a_parse_only_track1	gsoc-2018	2	0.10	1	1040	read			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__gsoc-2018__track1.json.gz
p1a_parse_only_track1	gsoc-2018	3	0.10	1	1040	<std::sys::fd::unix::FileDesc>::read_buf	/rustc/02c7f9bec0fd583160f8bcccb830216023b07bee/library/std/src/sys/fd/unix.rs	179	profile_direct	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__gsoc-2018__track1.json.gz
p1a_parse_only_track1	instruments	1	99.92	2510	2512	<alloc::vec::Vec<runtime::generated_json::generated::ParseOnlyFrame>>::as_slice	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/alloc/src/vec/mod.rs	1840	profile_direct	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__instruments__track1.json.gz
p1a_parse_only_track1	instruments	2	0.04	1	2512	0x2b118			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__instruments__track1.json.gz
p1a_parse_only_track1	instruments	3	0.04	1	2512	mach_absolute_time			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__instruments__track1.json.gz
p1a_parse_only_track1	marine_ik	1	99.83	2914	2919	<alloc::vec::Vec<runtime::generated_json::generated::ParseOnlyFrame>>::push_mut	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/alloc/src/vec/mod.rs	1041	profile_direct	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__marine_ik__track1.json.gz
p1a_parse_only_track1	marine_ik	2	0.03	1	2919	read			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__marine_ik__track1.json.gz
p1a_parse_only_track1	marine_ik	3	0.03	1	2919	core::str::validations::run_utf8_validation	/rustc/02c7f9bec0fd583160f8bcccb830216023b07bee/library/core/src/str/validations.rs	238	profile_direct	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__marine_ik__track1.json.gz
p1a_parse_only_track1	marine_ik	4	0.03	1	2919	0x15810			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__marine_ik__track1.json.gz
p1a_parse_only_track1	marine_ik	5	0.03	1	2919	0x2a130			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__marine_ik__track1.json.gz
p1a_parse_only_track1	marine_ik	6	0.03	1	2919	0x32684			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__marine_ik__track1.json.gz
p1a_parse_only_track1	mesh	1	99.84	5677	5686	<alloc::vec::Vec<runtime::generated_json::generated::ParseOnlyFrame>>::push_mut	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/alloc/src/vec/mod.rs	1041	profile_direct	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__mesh__track1.json.gz
p1a_parse_only_track1	mesh	2	0.05	3	5686	0x2b1d0			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__mesh__track1.json.gz
p1a_parse_only_track1	mesh	3	0.02	1	5686	read			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__mesh__track1.json.gz
p1a_parse_only_track1	mesh	4	0.02	1	5686	<std::sys::fd::unix::FileDesc>::read_buf	/rustc/02c7f9bec0fd583160f8bcccb830216023b07bee/library/std/src/sys/fd/unix.rs	179	profile_direct	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__mesh__track1.json.gz
p1a_parse_only_track1	mesh	5	0.02	1	5686	__rustc::__rdl_alloc	/rustc/02c7f9bec0fd583160f8bcccb830216023b07bee/library/std/src/alloc.rs	450	profile_direct	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__mesh__track1.json.gz
p1a_parse_only_track1	mesh	6	0.02	1	5686	0x31968			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__mesh__track1.json.gz
p1a_parse_only_track1	mesh	7	0.02	1	5686	0x32950			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__mesh__track1.json.gz
p1a_parse_only_track1	mesh	8	0.02	1	5686	0x2ff08			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__mesh__track1.json.gz
p1a_parse_only_track1	numbers	1	99.66	3270	3281	<alloc::vec::Vec<runtime::generated_json::generated::ParseOnlyFrame>>::push_mut	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/alloc/src/vec/mod.rs	1041	profile_direct	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__numbers__track1.json.gz
p1a_parse_only_track1	numbers	2	0.12	4	3281	mach_absolute_time			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__numbers__track1.json.gz
p1a_parse_only_track1	numbers	3	0.06	2	3281	0x3ac4c			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__numbers__track1.json.gz
p1a_parse_only_track1	numbers	4	0.03	1	3281	__proc_info			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__numbers__track1.json.gz
p1a_parse_only_track1	numbers	5	0.03	1	3281	profile_direct::read_rusage_v5	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/bbnf-bench/src/bin/profile_direct.rs	62	profile_direct	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__numbers__track1.json.gz
p1a_parse_only_track1	numbers	6	0.03	1	3281	0x30074			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__numbers__track1.json.gz
p1a_parse_only_track1	numbers	7	0.03	1	3281	<alloc::raw_vec::RawVecInner>::grow_amortized	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/alloc/src/raw_vec/mod.rs	528	profile_direct	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__numbers__track1.json.gz
p1a_parse_only_track1	numbers	8	0.03	1	3281	alloc::alloc::alloc	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/alloc/src/alloc.rs	101	profile_direct	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__numbers__track1.json.gz
p1a_parse_only_track1	random	1	99.85	5450	5458	<alloc::vec::Vec<runtime::generated_json::generated::ParseOnlyFrame>>::push_mut	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/alloc/src/vec/mod.rs	1041	profile_direct	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__random__track1.json.gz
p1a_parse_only_track1	random	2	0.04	2	5458	<usize>::wrapping_sub	/rustc/02c7f9bec0fd583160f8bcccb830216023b07bee/library/core/src/num/uint_macros.rs	2548	profile_direct	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__random__track1.json.gz
p1a_parse_only_track1	random	3	0.04	2	5458	mach_absolute_time			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__random__track1.json.gz
p1a_parse_only_track1	random	4	0.04	2	5458	0x2b06c			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__random__track1.json.gz
p1a_parse_only_track1	random	5	0.02	1	5458	0x3a05c			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__random__track1.json.gz
p1a_parse_only_track1	random	6	0.02	1	5458	0x2a0ec			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__random__track1.json.gz
p1a_parse_only_track1	twitter	1	99.45	5648	5679	profile_direct::parse_only_checksum	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/sonic-rs-0.5.8/src/parser.rs		profile_direct	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__twitter__track1.json.gz
p1a_parse_only_track1	twitter	2	0.07	4	5679	profile_direct::run_once	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/bbnf-bench/src/bin/profile_direct.rs	154	profile_direct	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__twitter__track1.json.gz
p1a_parse_only_track1	twitter	3	0.05	3	5679	0x2ff48			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__twitter__track1.json.gz
p1a_parse_only_track1	twitter	4	0.04	2	5679	profile_direct::main	/Users/mkbabb/Programming/bbnf-lang-skv15-profile-279a60646/skinny/crates/bbnf-bench/src/bin/profile_direct.rs	108	profile_direct	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__twitter__track1.json.gz
p1a_parse_only_track1	twitter	5	0.04	2	5679	0x2b1d0			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__twitter__track1.json.gz
p1a_parse_only_track1	twitter	6	0.04	2	5679	mach_absolute_time			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__twitter__track1.json.gz
p1a_parse_only_track1	twitter	7	0.04	2	5679	0x3611c			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__twitter__track1.json.gz
p1a_parse_only_track1	twitter	8	0.04	2	5679	0x36108			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__twitter__track1.json.gz
p1a_parse_only_track1	twitter	9	0.04	2	5679	0x2af0c			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__twitter__track1.json.gz
p1a_parse_only_track1	twitter	10	0.02	1	5679	0x32880			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__twitter__track1.json.gz
p1a_parse_only_track1	twitter	11	0.02	1	5679	0x31c1c			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__twitter__track1.json.gz
p1a_parse_only_track1	twitter	12	0.02	1	5679	0x2a0d4			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__twitter__track1.json.gz
p1a_parse_only_track1	twitter	13	0.02	1	5679	0x270e84			profile_direct	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__twitter__track1.json.gz
p1a_parse_only_track1	twitter	14	0.02	1	5679	0x2b06c			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__twitter__track1.json.gz
p1a_parse_only_track1	twitter	15	0.02	1	5679	0x32684			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__twitter__track1.json.gz
p1a_parse_only_track1	twitter	16	0.02	1	5679	0x3ac4c			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__twitter__track1.json.gz
p1a_parse_only_track1	twitter	17	0.02	1	5679	0x3c3c			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__twitter__track1.json.gz
p1a_parse_only_track1	twitter	18	0.02	1	5679	0x2888			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__twitter__track1.json.gz
p1a_parse_only_track1	twitter	19	0.02	1	5679	0x3556c			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__twitter__track1.json.gz
p1a_parse_only_track1	twitter	20	0.02	1	5679	<core::fmt::Formatter>::pad_integral	/rustc/02c7f9bec0fd583160f8bcccb830216023b07bee/library/core/src/fmt/mod.rs	1826	profile_direct	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__twitter__track1.json.gz
p1a_parse_only_track1	unicode_basic	1	99.78	2666	2672	<alloc::vec::Vec<runtime::generated_json::generated::ParseOnlyFrame>>::as_slice	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/alloc/src/vec/mod.rs	1840	profile_direct	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__unicode_basic__track1.json.gz
p1a_parse_only_track1	unicode_basic	2	0.11	3	2672	core::str::validations::run_utf8_validation	/rustc/02c7f9bec0fd583160f8bcccb830216023b07bee/library/core/src/str/validations.rs	224	profile_direct	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__unicode_basic__track1.json.gz
p1a_parse_only_track1	unicode_basic	3	0.07	2	2672	read			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__unicode_basic__track1.json.gz
p1a_parse_only_track1	unicode_basic	4	0.04	1	2672	0x3ac98			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__unicode_basic__track1.json.gz
p1a_parse_only_track1	unicode_escapes	1	99.81	12141	12164	profile_direct::parse_only_checksum	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/sonic-rs-0.5.8/src/parser.rs		profile_direct	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__unicode_escapes__track1.json.gz
p1a_parse_only_track1	unicode_escapes	2	0.03	4	12164	0x36108			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__unicode_escapes__track1.json.gz
p1a_parse_only_track1	unicode_escapes	3	0.02	3	12164	0x2b698			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__unicode_escapes__track1.json.gz
p1a_parse_only_track1	unicode_escapes	4	0.02	3	12164	0x2b06c			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__unicode_escapes__track1.json.gz
p1a_parse_only_track1	unicode_escapes	5	0.02	2	12164	read			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__unicode_escapes__track1.json.gz
p1a_parse_only_track1	unicode_escapes	6	0.02	2	12164	<alloc::raw_vec::RawVec<runtime::generated_json::generated::ParseOnlyFrame>>::grow_one	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/alloc/src/raw_vec/mod.rs	186	profile_direct	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__unicode_escapes__track1.json.gz
p1a_parse_only_track1	unicode_escapes	7	0.02	2	12164	profile_direct::run_once	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/core/src/result.rs		profile_direct	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__unicode_escapes__track1.json.gz
p1a_parse_only_track1	unicode_escapes	8	0.02	2	12164	0x2b1d0			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__unicode_escapes__track1.json.gz
p1a_parse_only_track1	unicode_escapes	9	0.01	1	12164	__rustc::__rdl_alloc	/rustc/02c7f9bec0fd583160f8bcccb830216023b07bee/library/std/src/alloc.rs	450	profile_direct	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__unicode_escapes__track1.json.gz
p1a_parse_only_track1	unicode_escapes	10	0.01	1	12164	0x32a80			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__unicode_escapes__track1.json.gz
p1a_parse_only_track1	unicode_escapes	11	0.01	1	12164	<alloc::raw_vec::RawVecInner>::finish_grow	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/alloc/src/raw_vec/mod.rs	543	profile_direct	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__unicode_escapes__track1.json.gz
p1a_parse_only_track1	unicode_escapes	12	0.01	1	12164	0x31700			libsystem_malloc.dylib	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__unicode_escapes__track1.json.gz
p1a_parse_only_track1	unicode_escapes	13	0.01	1	12164	write			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__unicode_escapes__track1.json.gz
p1a_parse_only_track1	unicode_mixed	1	99.83	11871	11891	profile_direct::parse_only_checksum	/Users/mkbabb/.cargo/registry/src/index.crates.io-1949cf8c6b5b557f/sonic-rs-0.5.8/src/parser.rs		profile_direct	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__unicode_mixed__track1.json.gz
p1a_parse_only_track1	unicode_mixed	2	0.03	3	11891	<usize>::wrapping_sub	/rustc/02c7f9bec0fd583160f8bcccb830216023b07bee/library/core/src/num/uint_macros.rs	2548	profile_direct	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__unicode_mixed__track1.json.gz
p1a_parse_only_track1	unicode_mixed	3	0.02	2	11891	<[u8] as core::cmp::PartialEq>::eq	/Users/mkbabb/.rustup/toolchains/nightly-2026-04-11-aarch64-apple-darwin/lib/rustlib/src/rust/library/core/src/slice/cmp.rs	22	profile_direct	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__unicode_mixed__track1.json.gz
p1a_parse_only_track1	unicode_mixed	4	0.01	1	11891	read			libsystem_kernel.dylib	/tmp/skv15-p1/profiles-interactive/p1a/parse_only__unicode_mixed__track1.json.gz
